Age,Experience,Education,JobLevel,Department,JobRole,PerformanceRating,ProjectsCompleted,Certifications,WeeklyHours,OvertimeHours,TeamSize,LeadershipScore,SkillMatchScore,YearsInRole,Promotions,EmploymentType,LocationType,CompanySize,JobSatisfaction,Salary_INR
1.3467,1.3968,0,2,1,0,-0.0312,-0.7884,1.2153,-0.2302,0.1657,1.082,-0.242,0.8809,-0.4792,-0.4169,1,2,1,1.3603,2029619.0
0.2968,0.3506,2,0,3,1,-1.516,-0.1533,-1.5786,1.0839,-1.709,-1.6271,-0.7038,-1.3446,1.0091,-0.4169,0,0,1,-0.7707,1455502.91
-0.8581,-0.6956,3,2,2,0,-0.0312,0.0281,-0.1816,0.6896,1.103,0.2693,1.028,-1.324,0.0169,0.4758,1,1,0,1.3603,1078866.57
1.3467,1.3968,2,0,1,0,1.4537,-0.1533,-1.5786,-0.2302,-1.2403,0.5402,-0.8962,-1.3925,-1.4715,1.3685,1,2,1,1.3603,1965253.88
-0.8581,-1.0095,2,2,0,2,-1.516,1.5705,1.2153,-1.5443,1.103,-0.5434,1.0665,1.326,0.513,0.4758,0,1,0,1.3603,888419.94
0.2968,0.246,2,2,3,1,-0.0312,1.1169,1.2153,0.2954,1.103,1.082,0.4892,-1.2556,-0.9754,0.4758,0,0,1,0.65,1415147.87
-0.6481,-0.591,0,1,3,2,1.4537,-0.9699,-1.5786,-0.7559,1.3373,1.3529,1.1819,1.5177,-0.9754,0.4758,0,0,1,-1.4811,1208937.72
-0.4381,-0.2771,1,0,2,2,1.4537,-0.8792,-0.1816,-0.8873,-0.0687,0.2693,-1.4735,-1.4404,-0.4792,-1.3096,0,0,0,0.65,1212427.24
1.5567,1.5015,1,1,3,1,1.4537,0.9354,-0.1816,-0.8873,-1.709,-0.5434,-0.3959,1.6478,0.0169,1.3685,1,2,0,0.65,2098411.51
0.7168,0.8737,0,1,3,2,-1.516,-1.4235,-1.5786,4.369,-1.709,-1.3561,1.1434,-0.2764,1.0091,1.3685,0,1,1,1.3603,1805547.64
-1.698,-1.7419,1,0,2,2,0.7112,0.0281,-1.5786,0.2954,-0.5373,-0.5434,-1.5505,-0.6598,1.0091,-0.4169,0,1,1,1.3603,500710.19
-0.7531,-0.6956,2,2,2,0,-1.516,1.4798,-0.1816,-1.1501,-0.0687,-0.2725,-0.3574,1.5382,0.513,0.4758,1,0,0,-1.4811,889163.85
-0.8581,-1.0095,2,2,2,2,0.7112,1.2983,1.681,-0.8873,1.3373,-1.0852,-1.1271,-0.4818,-0.9754,1.3685,1,0,0,1.3603,788599.84
0.2968,0.1413,3,2,1,1,-1.516,-1.6957,0.284,-0.7559,1.3373,-1.6271,-1.0117,1.4629,1.0091,1.3685,0,0,0,-0.0604,1261826.11
1.2417,1.3968,3,2,2,0,1.4537,-0.5162,-1.1129,1.4781,0.8687,1.6238,0.7201,0.2441,1.5052,1.3685,0,1,1,0.65,2070003.12
-0.9631,-1.1141,2,0,0,0,-0.0312,-0.5162,-0.6473,-0.2302,1.3373,-0.2725,-1.4735,-0.2695,-1.4715,-0.4169,1,1,1,-1.4811,743026.77
-0.6481,-0.4864,0,1,3,2,-0.7736,0.2096,0.7497,-1.0187,-1.006,0.5402,1.6053,0.9425,-1.4715,0.4758,1,0,0,1.3603,1123993.06
-0.7531,-0.8003,2,1,0,1,-1.516,-1.1513,-0.6473,0.821,-0.5373,0.5402,0.8356,-0.1394,-0.4792,1.3685,0,2,1,-1.4811,947192.69
0.1918,0.1413,0,2,1,1,-0.7736,-0.5162,0.7497,-1.0187,-1.4747,1.082,0.9125,1.0658,-0.9754,-0.4169,1,1,1,-1.4811,1344738.88
-0.9631,-1.1141,0,0,3,0,-0.7736,0.7539,-0.6473,0.0326,-1.709,1.3529,0.1044,1.6889,-1.4715,0.4758,0,1,1,-0.0604,784370.31
-0.1232,0.0367,2,1,1,2,1.4537,0.5725,-1.5786,1.6095,0.1657,-0.5434,-1.0502,-0.1394,0.0169,1.3685,0,2,1,0.65,1323444.77
-1.698,-1.7419,3,0,3,1,-0.7736,1.389,0.284,1.4781,-0.0687,-0.2725,-1.7429,-0.2284,-0.4792,0.4758,0,2,1,1.3603,358387.2
-0.4381,-0.3818,1,2,2,2,-0.0312,1.1169,-0.1816,0.4268,0.1657,0.8111,0.6047,0.1071,1.5052,-1.3096,1,2,1,-0.7707,1230822.93
0.0868,0.0367,2,2,1,1,-0.7736,1.4798,1.2153,0.6896,1.3373,-1.6271,1.3743,-1.7007,1.0091,1.3685,1,1,0,-0.7707,1372337.83
-0.5431,-0.6956,1,2,2,1,-0.7736,-1.5142,-0.1816,-1.2815,0.6343,-0.5434,-1.6659,-1.4268,1.0091,0.4758,1,1,0,1.3603,883345.05
-0.1232,-0.2771,1,1,3,0,-1.516,-0.9699,1.2153,-1.0187,0.6343,0.5402,0.4122,1.0315,0.0169,-1.3096,1,1,1,1.3603,1153422.76
1.3467,1.2922,3,1,2,0,-1.516,0.6632,0.7497,1.4781,0.1657,1.6238,0.7971,-0.3928,0.0169,-1.3096,1,1,1,0.65,1965931.91
0.8217,0.6645,2,1,2,0,-0.7736,-0.9699,1.681,1.4781,0.1657,1.082,-1.2041,0.3673,0.0169,1.3685,0,2,1,0.65,1510342.44
0.2968,0.4552,3,0,1,2,-0.0312,-0.8792,-0.6473,1.2153,-1.709,-0.5434,1.3743,-0.4749,-0.4792,-0.4169,0,1,1,1.3603,1655369.37
1.4517,1.2922,2,0,2,1,-0.0312,-0.3348,0.284,1.3467,1.3373,-0.0016,0.1813,0.8466,0.0169,-1.3096,1,1,1,0.65,1987258.8
-0.6481,-0.8003,0,0,3,0,1.4537,0.391,-0.1816,0.6896,-0.0687,-0.2725,0.1429,-1.6116,-0.4792,0.4758,1,2,1,0.65,1032065.35
0.4018,0.4552,1,2,2,0,1.4537,1.1169,0.7497,0.9524,1.103,1.6238,-0.165,0.3331,0.0169,-1.3096,0,0,1,-0.7707,1489195.15
1.1367,1.083,2,2,3,0,0.7112,-1.0606,0.7497,-0.8873,-1.709,1.082,1.1819,-1.1871,0.513,-0.4169,1,2,1,-1.4811,1913467.78
-0.8581,-0.8003,3,2,3,2,0.7112,0.1189,0.7497,-1.4129,0.1657,1.3529,0.2198,-0.8721,-0.4792,-0.4169,0,0,0,1.3603,1023843.37
0.6118,0.7691,2,2,1,1,0.7112,-0.3348,1.681,1.2153,1.5717,0.2693,-1.0502,0.2851,0.0169,-0.4169,0,0,1,-0.7707,1627541.74
1.0317,1.1876,1,2,2,1,0.7112,-1.6957,0.284,-1.4129,-0.5373,0.5402,1.3743,-1.0707,1.5052,-1.3096,1,0,0,0.65,2020364.55
0.7168,0.8737,1,2,2,1,-0.0312,0.6632,-0.1816,-0.2302,1.3373,-0.2725,-1.4735,0.2988,-0.9754,-1.3096,1,1,0,1.3603,1641422.62
0.6118,0.4552,0,0,1,1,-0.7736,1.6612,-0.6473,-1.2815,1.103,0.8111,1.1819,-1.6801,0.513,-1.3096,1,1,1,1.3603,1550901.97
-0.7531,-0.9049,2,1,2,1,0.7112,-0.7884,0.7497,1.2153,0.8687,0.8111,-0.8577,-1.7143,1.0091,0.4758,1,0,1,-1.4811,853330.54
-1.488,-1.5326,1,0,2,0,1.4537,0.3003,1.681,-1.0187,1.103,-0.0016,-1.3195,-1.6801,0.513,-1.3096,1,0,1,0.65,513826.39
0.1918,0.0367,2,1,2,2,0.7112,-0.0626,1.681,-0.8873,1.5717,1.082,0.7201,0.155,0.513,-0.4169,0,0,0,-0.0604,1478543.84
1.2417,1.083,0,1,0,1,0.7112,-0.7884,-1.5786,0.6896,0.8687,-0.5434,1.2589,0.7097,-1.4715,-0.4169,1,1,0,-1.4811,1985152.6
-0.5431,-0.6956,1,0,0,0,1.4537,-1.6957,-0.6473,0.821,-1.2403,-1.0852,-0.5499,-1.2761,1.5052,-1.3096,1,2,1,0.65,996078.9
-0.6481,-0.8003,3,0,3,0,-0.7736,-0.5162,1.681,0.5582,-1.709,-1.6271,-0.0496,-0.3174,1.5052,1.3685,1,0,0,1.3603,873176.05
1.4517,1.3968,3,2,1,0,1.4537,1.1169,-1.1129,-0.0988,-0.7717,1.3529,0.9125,-0.0846,-1.4715,0.4758,0,1,0,0.65,2067365.41
1.2417,1.2922,1,1,2,2,-0.7736,-1.3328,1.2153,-1.2815,0.1657,-1.3561,-1.5889,-1.1665,1.5052,-1.3096,1,0,0,1.3603,1932056.04
-1.383,-1.3234,1,1,2,2,1.4537,-1.1513,-0.6473,1.0839,0.6343,-0.8143,0.3738,-0.1942,-1.4715,0.4758,1,1,1,-0.7707,833938.42
0.2968,0.246,3,2,3,0,-0.7736,0.7539,-1.5786,1.4781,-0.5373,1.082,0.5277,-0.8584,-0.9754,1.3685,1,1,1,0.65,1415684.29
0.4018,0.4552,0,1,3,2,-0.0312,1.0261,-1.1129,1.0839,-1.709,1.6238,-0.7423,0.1824,0.0169,1.3685,1,2,1,-1.4811,1528654.32
-0.2281,-0.2771,0,0,2,1,-1.516,-1.0606,-0.1816,-0.7559,0.6343,-1.6271,0.4122,0.4769,0.513,-0.4169,1,0,0,1.3603,1158239.68
-1.173,-1.1141,0,1,3,0,-0.7736,0.7539,0.284,1.0839,-1.4747,1.6238,0.4122,-1.0159,-0.4792,0.4758,0,1,1,1.3603,745081.39
-1.173,-1.3234,2,0,0,1,-0.0312,1.1169,-1.5786,0.9524,-0.7717,-1.0852,1.2974,-1.7143,1.5052,1.3685,1,2,0,-0.7707,809869.1
-1.068,-0.9049,2,2,0,1,1.4537,0.1189,-0.1816,-1.0187,0.6343,-1.0852,0.0659,-1.1049,0.0169,-1.3096,1,0,1,-1.4811,907677.04
0.8217,0.8737,2,2,2,0,0.7112,-0.4255,-1.1129,0.164,-1.2403,-0.0016,-1.3965,-0.516,-0.4792,-0.4169,0,1,0,-0.7707,1718027.4
-0.9631,-1.1141,3,0,3,2,-0.0312,-0.1533,-0.1816,-0.7559,-0.303,-0.2725,-0.5114,0.6344,0.0169,0.4758,0,2,0,1.3603,842810.99
-1.278,-1.3234,2,2,1,0,1.4537,1.0261,-0.1816,-1.1501,1.3373,-0.2725,0.0274,1.3602,-0.9754,-1.3096,0,1,0,0.65,809282.53
0.7168,0.6645,1,1,2,2,1.4537,0.5725,-0.6473,-0.2302,0.4,-0.5434,0.6816,0.2304,-1.4715,-1.3096,1,0,0,1.3603,1743960.79
-0.1232,0.0367,3,2,1,0,-1.516,1.6612,-1.1129,-1.1501,1.103,1.082,1.7207,-1.3377,1.0091,1.3685,0,2,0,1.3603,1356811.71
-1.383,-1.3234,2,1,1,2,-1.516,-0.7884,-0.1816,-0.6245,1.103,1.082,0.6047,1.1822,-1.4715,0.4758,0,2,0,1.3603,806824.81
0.1918,0.3506,0,0,0,2,-0.7736,1.5705,0.7497,-0.7559,1.3373,-1.3561,1.6437,-1.1392,0.513,1.3685,1,0,0,-1.4811,1593117.44
-0.3331,-0.2771,1,2,3,0,-0.0312,1.2076,-1.1129,-0.8873,-0.0687,-0.8143,-1.512,-0.92,-1.4715,-0.4169,0,2,1,-0.0604,1155831.7
-1.383,-1.5326,1,1,0,0,1.4537,0.0281,1.2153,-0.8873,-1.2403,1.3529,-1.512,-0.5571,1.0091,1.3685,1,0,1,-0.7707,527927.36
1.3467,1.5015,0,0,0,0,0.7112,-0.0626,-0.6473,-0.3616,-1.4747,0.8111,-0.1265,0.5522,-0.9754,0.4758,1,2,1,0.65,1996881.67
0.6118,0.5598,0,2,2,1,-0.0312,0.9354,1.2153,-0.6245,0.4,1.6238,0.2968,1.1137,0.0169,1.3685,0,0,0,1.3603,1564539.07
0.5068,0.5598,3,0,0,0,0.7112,1.5705,1.2153,-0.2302,-0.0687,-0.0016,-1.1271,0.066,0.0169,-0.4169,0,1,1,-0.7707,1529278.66
0.5068,0.3506,0,2,3,0,-0.0312,-1.2421,0.284,0.9524,0.8687,1.3529,-0.3574,1.3465,1.0091,0.4758,1,2,1,0.65,1486052.47
0.0868,0.246,2,0,1,0,1.4537,1.4798,1.2153,0.5582,-1.4747,0.5402,0.1813,-1.3446,-0.9754,0.4758,1,0,1,0.65,1553808.81
0.7168,0.6645,1,1,2,0,0.7112,-0.1533,-1.1129,1.6095,-0.7717,1.6238,-1.0502,0.4906,-0.4792,-0.4169,1,1,1,-1.4811,1669681.09
1.4517,1.2922,3,2,0,2,-0.0312,0.0281,-0.1816,1.4781,1.5717,-0.0016,1.6437,0.4152,-1.4715,0.4758,0,2,1,-1.4811,2104417.04
-0.9631,-1.1141,3,0,1,1,-0.0312,0.9354,-1.5786,-1.4129,-0.0687,-0.5434,-1.0117,0.874,-0.4792,0.4758,0,1,0,1.3603,713264.25
0.4018,0.5598,0,0,2,0,1.4537,0.1189,-1.5786,-0.493,-0.303,-0.2725,-0.5499,-0.7078,0.0169,1.3685,1,0,0,1.3603,1621202.9
1.1367,1.083,2,1,1,2,0.7112,0.8447,-0.1816,1.3467,-1.006,1.3529,1.6437,1.682,-1.4715,-0.4169,0,1,0,1.3603,1961626.24
-0.5431,-0.3818,3,1,1,1,-0.7736,-1.6957,0.7497,-0.6245,1.5717,1.3529,-0.4344,0.2783,1.0091,-0.4169,1,1,1,0.65,1157688.47
-1.173,-1.1141,2,2,1,0,-0.0312,1.389,-1.5786,-0.6245,0.4,-1.6271,0.3738,-0.1394,0.0169,-1.3096,1,0,1,-0.0604,810867.02
0.6118,0.5598,3,2,0,1,-0.0312,1.5705,-0.6473,-0.493,-1.006,0.5402,-1.6274,0.4906,-0.9754,-1.3096,1,0,1,0.65,1557900.11
0.9267,0.9783,0,2,1,2,0.7112,0.0281,-1.1129,-0.493,1.5717,-1.0852,-0.9347,1.5999,1.0091,-0.4169,1,1,0,1.3603,1830668.1
0.1918,0.246,0,1,3,1,-0.0312,-0.1533,1.2153,-0.493,0.4,-1.6271,-0.8962,-1.6596,-0.4792,0.4758,0,0,1,0.65,1396897.21
-0.3331,-0.2771,1,0,1,2,-0.0312,0.391,1.2153,0.6896,-1.709,0.8111,1.4128,1.0041,1.5052,1.3685,0,2,1,-0.7707,1344813.38
-1.383,-1.2188,1,2,1,0,1.4537,1.1169,0.7497,1.0839,-0.303,1.3529,-0.2035,-0.5777,-0.9754,1.3685,0,0,1,-1.4811,682262.04
-0.2281,-0.1725,2,1,3,0,0.7112,1.5705,-0.6473,0.5582,-0.5373,-0.2725,-0.7808,-1.3925,0.513,-0.4169,1,0,1,1.3603,1209344.1
0.7168,0.5598,3,2,3,0,-0.0312,-0.3348,0.284,-0.2302,-0.303,0.5402,0.4507,-1.5158,0.513,0.4758,0,0,1,-1.4811,1559496.58
-0.3331,-0.4864,3,2,0,2,-0.0312,-0.5162,-1.5786,0.4268,-1.006,0.2693,-0.1265,-0.2764,0.513,1.3685,0,1,0,0.65,1192667.68
0.8217,0.9783,2,2,1,0,-1.516,0.7539,-1.1129,1.2153,0.4,-1.3561,0.0659,1.5314,0.513,0.4758,0,2,0,-0.7707,1700770.52
0.4018,0.3506,0,1,3,1,-0.7736,-1.5142,-0.6473,0.2954,0.4,-0.2725,0.4892,-0.2079,0.0169,1.3685,0,2,1,-0.7707,1453594.79
-1.698,-1.7419,2,2,1,2,0.7112,-1.2421,-0.6473,-1.0187,-1.2403,1.6238,1.1434,-1.146,-1.4715,1.3685,1,1,0,1.3603,685979.22
1.3467,1.1876,0,0,1,0,1.4537,-1.605,-0.6473,-1.2815,-0.303,1.6238,-0.6268,1.3123,1.0091,-1.3096,1,0,0,-1.4811,1934851.84
-0.5431,-0.3818,2,1,2,2,-0.0312,1.4798,-0.1816,-1.1501,-1.709,0.8111,0.8356,0.4769,1.5052,0.4758,0,1,1,-0.7707,1263748.26
1.1367,1.2922,2,1,0,2,-0.0312,-1.6957,1.681,-0.493,0.4,1.6238,-1.5889,1.1274,-1.4715,-0.4169,1,1,0,0.65,1913394.1
0.8217,0.7691,3,0,2,2,-0.0312,-1.605,-0.1816,-1.4129,0.4,1.082,-1.0886,-0.1463,-0.4792,1.3685,1,2,0,-0.0604,1709705.65
-0.7531,-0.8003,2,2,1,0,-0.7736,-1.3328,-1.5786,0.821,-0.7717,-0.5434,0.4892,-0.742,1.0091,-0.4169,0,0,1,-0.0604,943823.8
-1.383,-1.3234,2,0,1,0,-0.7736,-0.8792,0.284,-0.8873,1.5717,-0.0016,-0.319,-1.5363,-1.4715,-1.3096,0,2,1,-0.7707,658237.23
-1.593,-1.7419,0,1,3,1,-0.0312,1.389,-0.6473,-0.2302,0.8687,-0.2725,-1.2811,-1.5911,1.0091,1.3685,0,1,0,-0.0604,475840.93
-0.1232,-0.1725,0,2,2,0,-1.516,-0.7884,0.284,-1.2815,0.6343,1.3529,-0.6268,-0.3517,0.513,-0.4169,0,1,1,-0.7707,1139791.15
-1.278,-1.2188,1,0,2,2,-0.7736,0.7539,-1.5786,-0.6245,0.8687,-1.0852,-0.3959,0.9014,-0.9754,-1.3096,0,1,0,-0.0604,812499.17
-1.278,-1.428,1,2,2,1,-0.7736,0.0281,1.681,0.9524,1.103,-0.8143,-1.3965,-0.5366,0.0169,1.3685,1,0,1,1.3603,410637.2
0.1918,0.1413,3,2,3,2,-0.0312,-1.0606,0.7497,-0.0988,-0.7717,1.082,-1.6274,-1.7007,-0.4792,0.4758,1,1,0,-0.0604,1363453.49
-0.2281,-0.0679,1,1,2,2,-0.7736,-0.8792,0.284,0.4268,0.1657,1.082,-1.1656,1.5999,-0.4792,1.3685,0,2,1,-0.0604,1275418.2
1.2417,1.1876,3,2,0,0,-1.516,-1.1513,0.7497,-1.0187,0.4,-1.3561,-0.9347,0.3331,-1.4715,-1.3096,1,0,1,-0.0604,1735306.89
0.0868,0.0367,3,1,1,2,1.4537,0.7539,-1.5786,-1.1501,-1.4747,-1.0852,1.5668,1.3671,-0.4792,-0.4169,0,0,0,-0.0604,1462601.06
0.7168,0.8737,1,0,2,1,1.4537,-0.7884,-0.6473,-0.493,0.4,-1.0852,-1.3195,0.8672,-1.4715,0.4758,1,1,1,1.3603,1706725.69
-0.0182,0.1413,0,1,2,0,-1.516,-0.2441,-0.1816,0.164,-1.709,-0.0016,-1.3195,-0.5092,-0.4792,-1.3096,1,1,1,0.65,1359063.95
-1.068,-1.0095,2,0,2,2,-1.516,-0.607,0.7497,-1.4129,0.4,0.8111,0.4892,-0.3448,-1.4715,-0.4169,0,1,0,-0.0604,845900.69
-0.9631,-0.8003,2,2,2,0,-0.0312,-1.605,-1.1129,1.6095,1.3373,-0.5434,0.0659,1.0932,1.0091,0.4758,0,0,0,0.65,925506.62
0.4018,0.5598,3,2,3,1,-0.0312,0.8447,0.7497,1.2153,-0.7717,-0.8143,-0.8193,-1.1528,1.0091,-1.3096,0,2,1,0.65,1499293.87
-0.6481,-0.4864,0,0,3,1,-0.7736,-1.605,0.284,1.2153,0.4,-0.2725,-1.2041,0.6755,0.0169,-1.3096,1,2,1,0.65,930739.9
1.6617,1.6061,0,1,3,1,-0.7736,-1.605,-0.1816,-0.2302,-1.4747,1.082,1.5283,1.0658,-0.4792,1.3685,0,0,0,-0.0604,2092377.88
0.7168,0.8737,0,2,0,0,-0.0312,-1.4235,0.284,-0.6245,1.3373,1.082,-0.242,-0.6804,-1.4715,0.4758,1,2,1,-0.7707,1711025.7
0.6118,0.5598,2,1,1,1,-1.516,1.2983,0.7497,-1.4129,-0.0687,-0.5434,-0.0111,0.8946,-1.4715,-0.4169,0,2,1,-0.7707,1522891.63
0.5068,0.5598,3,1,0,2,-0.0312,0.5725,-0.1816,0.0326,1.5717,-0.0016,0.7201,0.3399,1.0091,0.4758,0,2,1,-0.0604,1670678.47
1.0317,1.1876,1,1,1,0,0.7112,1.6612,0.7497,0.2954,-0.303,-0.2725,0.3353,1.5382,-0.9754,-0.4169,1,0,1,-0.7707,1928798.75
-0.4381,-0.3818,3,1,0,1,0.7112,-0.8792,0.284,-0.493,-1.2403,1.6238,0.9895,-0.5845,0.513,-1.3096,1,1,0,1.3603,1189953.59
-1.488,-1.5326,0,0,1,1,0.7112,1.2076,0.7497,-1.1501,-1.006,-1.6271,-1.0502,-0.249,0.513,-0.4169,0,2,0,-0.0604,610606.8
0.0868,-0.0679,1,0,3,0,-0.7736,1.4798,0.7497,-1.0187,-0.0687,-1.6271,-0.242,0.0729,-0.4792,-1.3096,1,2,1,0.65,1291303.73
-1.593,-1.6373,0,2,1,2,0.7112,1.6612,-0.6473,-1.1501,-1.4747,0.8111,0.7201,0.5111,0.0169,1.3685,0,2,1,-0.7707,660039.14
0.9267,0.7691,3,2,1,2,-0.0312,-0.4255,1.681,-0.6245,-0.5373,0.5402,-1.0117,1.5862,0.0169,0.4758,1,2,1,-1.4811,1671865.91
-1.488,-1.3234,3,1,0,0,1.4537,1.1169,1.2153,-1.5443,0.1657,-0.8143,-1.1656,-1.6459,0.513,1.3685,0,0,0,0.65,722923.35
-0.0182,0.1413,2,1,2,0,0.7112,1.2076,-1.1129,-1.2815,-0.303,-1.6271,0.3353,1.2712,1.5052,-1.3096,1,2,1,1.3603,1404575.59
-1.488,-1.5326,1,1,1,0,-0.0312,1.2076,1.2153,-1.4129,1.5717,1.082,-1.2811,0.9151,-0.4792,0.4758,0,1,0,-1.4811,462928.39
0.8217,0.8737,1,1,1,2,-0.0312,1.0261,-0.1816,-0.8873,-0.0687,0.5402,0.2198,1.5999,0.0169,-0.4169,1,2,1,-0.0604,1805868.66
-0.1232,0.0367,2,0,2,0,-1.516,-0.4255,1.681,0.5582,-0.0687,-1.0852,1.2589,0.3742,1.0091,-0.4169,1,1,0,-1.4811,1416588.81
1.3467,1.5015,0,1,1,0,-0.0312,-0.6977,-0.6473,-0.0988,1.3373,0.5402,-1.1271,1.189,0.0169,-0.4169,0,0,1,-1.4811,2019587.82
-1.068,-1.1141,2,2,0,2,-0.0312,0.391,0.284,0.9524,-0.5373,0.8111,1.4513,1.0863,1.5052,0.4758,0,0,1,-0.7707,847275.29
1.2417,1.1876,3,1,0,1,-1.516,-1.605,0.284,1.2153,0.8687,-0.8143,-0.7038,0.7302,1.0091,1.3685,1,2,1,-0.0604,1845469.72
0.6118,0.6645,0,1,2,1,-1.516,-0.0626,1.681,1.6095,-1.709,1.3529,0.4507,0.963,0.513,-0.4169,1,2,0,0.65,1624376.52
0.4018,0.4552,0,2,0,0,-0.7736,-0.607,-0.1816,-0.2302,1.103,-1.3561,0.0274,-0.4065,1.5052,0.4758,0,1,0,-0.7707,1572492.25
0.9267,0.7691,3,0,1,0,0.7112,-0.8792,-0.1816,1.6095,-1.006,1.6238,-0.319,0.5659,0.0169,0.4758,1,0,0,-0.7707,1746123.03
-0.9631,-1.1141,3,0,0,2,-0.7736,0.9354,-1.1129,0.164,0.6343,0.8111,0.1813,-1.235,-0.9754,0.4758,0,0,1,-0.0604,734320.45
-0.8581,-0.9049,1,2,3,0,0.7112,-0.2441,-0.6473,0.2954,0.1657,0.2693,-1.3195,-1.1186,-0.9754,-1.3096,0,0,1,1.3603,869108.3
-0.0182,-0.1725,2,0,0,1,-0.7736,-1.6957,-1.1129,-0.2302,1.3373,-1.3561,1.7207,-1.372,-0.4792,-1.3096,0,1,0,-1.4811,1297732.9
1.3467,1.5015,2,2,2,0,-0.0312,0.2096,-0.1816,-1.4129,0.4,-0.8143,0.0659,0.4221,0.513,-0.4169,1,0,1,-0.0604,2070740.9
-1.698,-1.5326,2,2,1,0,-0.0312,-1.605,-0.1816,1.4781,-0.0687,1.6238,1.6053,-0.7283,0.0169,-1.3096,0,2,1,-1.4811,624611.59
-0.0182,0.0367,0,0,3,0,-0.0312,-0.0626,0.7497,-0.0988,-1.2403,0.8111,-0.6268,0.963,-0.9754,1.3685,1,0,0,-0.0604,1287517.42
0.9267,0.8737,0,0,1,2,1.4537,-0.7884,0.7497,1.0839,1.3373,0.5402,0.951,1.5451,0.0169,1.3685,0,2,1,-0.7707,1909611.1
1.5567,1.3968,3,1,3,2,-1.516,0.7539,-0.1816,-1.1501,-1.006,0.5402,-0.0496,1.0589,1.5052,1.3685,1,2,0,0.65,1992518.69
-0.5431,-0.6956,1,1,2,0,0.7112,1.4798,-1.1129,-1.5443,-0.0687,-1.3561,-0.2805,0.8329,0.513,1.3685,1,2,0,0.65,1012363.23
-0.8581,-1.0095,3,0,2,2,-0.0312,-0.3348,0.284,-1.5443,1.5717,0.5402,1.4513,-0.8926,1.5052,-0.4169,1,2,0,-1.4811,973901.63
-0.5431,-0.4864,0,2,3,2,-0.7736,0.0281,-0.6473,0.6896,0.8687,0.5402,0.4507,-0.5571,-0.9754,-1.3096,0,1,1,1.3603,1124110.48
-0.4381,-0.4864,1,2,3,0,1.4537,0.6632,-0.1816,-1.1501,0.6343,-0.2725,1.028,-1.6322,-0.9754,-1.3096,1,2,1,1.3603,1181453.39
-0.1232,0.0367,0,2,3,2,-0.0312,-1.1513,-0.1816,-1.1501,-1.2403,-1.0852,-0.0111,-0.3654,0.0169,0.4758,0,1,1,1.3603,1430409.98
0.6118,0.7691,3,2,0,0,-0.7736,-0.8792,0.7497,-1.5443,1.5717,0.8111,0.9895,-1.6116,-1.4715,-1.3096,0,0,1,1.3603,1700310.65
