Age,Experience,Education,JobLevel,Department,JobRole,PerformanceRating,ProjectsCompleted,Certifications,WeeklyHours,OvertimeHours,TeamSize,LeadershipScore,SkillMatchScore,YearsInRole,Promotions,EmploymentType,LocationType,CompanySize,JobSatisfaction,Salary_INR
0.939,0.9907,2,1,0,1,1.3823,-0.0324,-1.0493,-0.171,0.5935,1.0367,1.4557,1.4719,-0.9629,0.4508,1,0,1,0.0508,1982825.18
1.041,1.193,2,1,2,1,0.6785,1.1367,-0.6124,1.3431,0.5935,0.5067,-0.913,-1.4233,-1.4745,-0.4436,0,2,0,0.756,1930846.32
-0.183,-0.3243,2,2,0,2,-1.433,-0.7518,0.2612,-1.5474,1.2929,0.2417,1.4175,-0.7514,0.0604,-0.4436,0,0,1,1.4612,1277538.08
-0.285,-0.3243,1,1,0,1,-1.433,-0.482,-0.6124,1.4808,0.5935,1.5667,0.2713,0.5854,1.0837,1.3452,0,1,0,0.0508,1079803.62
-1.509,-1.6392,3,2,0,1,-0.7292,-1.6511,-0.6124,1.2055,-1.5046,1.5667,1.2264,-1.1531,-1.4745,-1.3381,1,0,1,-0.6544,544476.34
-1.101,-1.1335,2,0,1,2,0.6785,0.777,0.2612,0.7925,1.2929,-1.6133,0.8062,-1.5479,0.0604,-1.3381,0,0,0,-1.3596,892028.59
0.327,0.4849,1,2,0,0,-1.433,-0.9317,0.2612,1.6184,-1.7377,-1.6133,0.768,-0.5921,-1.4745,0.4508,0,2,1,-0.6544,1498123.18
-0.897,-0.83,2,0,0,1,-0.0253,-1.6511,1.5717,-1.1344,0.1273,-0.5533,-0.531,0.9109,-1.4745,1.3452,1,0,1,1.4612,868126.89
0.021,-0.122,2,2,0,2,0.6785,-0.8418,1.5717,-0.7215,0.8267,-0.2883,-0.8366,-0.3081,0.572,-1.3381,1,2,0,-1.3596,1366257.35
-1.407,-1.3358,1,1,1,1,-0.0253,-0.6619,-0.1756,-0.8592,1.526,-1.0833,-0.913,0.5161,-0.9629,1.3452,0,1,0,-0.6544,570836.96
0.735,0.5861,3,2,2,1,-0.0253,-0.9317,1.1349,0.1043,0.8267,1.5667,1.3029,0.2668,1.0837,-1.3381,0,0,0,-0.6544,1757210.42
-0.387,-0.4254,3,2,3,0,-1.433,-0.572,1.1349,1.4808,-1.5046,0.5067,1.1882,-1.6657,-0.9629,1.3452,0,1,1,0.756,1186645.96
-0.897,-0.83,0,0,0,1,0.6785,-0.2122,-0.1756,1.3431,1.0598,1.3017,-0.1107,1.6797,-0.4513,0.4508,1,1,0,1.4612,938370.51
0.837,0.6872,1,1,2,2,1.3823,-1.0216,-0.6124,-1.4097,-0.1058,0.7717,-1.1804,-1.5964,0.572,-0.4436,1,0,0,0.756,1693045.08
-1.611,-1.6392,0,2,0,1,-1.433,0.6871,-0.6124,0.6549,1.526,-0.2883,-0.3399,1.6105,0.572,0.4508,1,2,0,-1.3596,496273.1
0.225,0.2826,0,1,1,0,-1.433,-1.5612,-1.4861,0.3796,0.1273,-0.8183,0.5006,0.1629,-0.9629,-1.3381,0,1,0,0.756,1425490.39
1.041,1.0918,0,2,2,0,0.6785,-0.0324,-1.4861,1.3431,-1.0383,1.3017,-0.0725,1.5966,1.5953,0.4508,1,1,0,1.4612,1872480.08
-1.101,-1.2346,3,2,1,2,0.6785,-1.2914,1.1349,0.7925,-0.1058,-0.0233,1.0354,-1.3471,0.572,-0.4436,0,0,0,0.0508,859045.26
-0.999,-1.1335,1,1,0,0,-0.0253,0.5971,-0.1756,0.7925,0.1273,0.2417,1.7995,-0.0449,-0.9629,0.4508,1,0,0,0.0508,789790.66
-0.387,-0.5266,0,2,0,1,0.6785,-1.6511,0.6981,0.6549,0.3604,0.5067,-0.9894,-1.1531,0.572,-1.3381,1,0,0,-1.3596,996000.98
-0.081,-0.122,1,1,1,0,-0.0253,0.777,1.5717,0.9302,0.3604,1.5667,-0.0725,-1.5687,-1.4745,-1.3381,1,0,0,0.0508,1264373.55
-1.407,-1.5381,1,2,3,2,-1.433,1.5864,0.6981,0.3796,-0.8052,1.0367,-0.1489,0.3984,-0.9629,0.4508,0,0,1,0.756,592027.84
-1.611,-1.5381,3,0,1,0,-0.7292,-1.5612,-0.1756,-0.7215,1.0598,-0.2883,-0.6074,-1.0215,-0.9629,-0.4436,0,0,1,-1.3596,491937.04
-1.203,-1.1335,0,1,0,0,1.3823,-0.3921,-1.4861,-1.685,1.2929,-0.2883,-0.9512,0.2945,0.0604,0.4508,0,2,0,1.4612,773095.58
-1.407,-1.5381,0,2,1,0,-1.433,0.8669,1.1349,0.5173,-0.339,0.2417,-1.4097,-1.354,0.572,-0.4436,0,1,1,-1.3596,392461.62
1.143,0.9907,1,2,3,2,0.6785,-1.6511,1.1349,-0.171,0.3604,1.3017,1.4175,-0.5921,0.572,1.3452,1,2,1,-1.3596,2017299.35
0.021,0.1815,2,0,1,0,1.3823,-0.3022,-1.4861,1.0678,-1.0383,-0.5533,-0.1871,0.9663,-0.9629,-0.4436,0,2,0,-0.6544,1479803.29
0.837,0.8895,3,1,3,0,-0.7292,-0.7518,0.6981,-0.3086,-1.7377,-1.0833,0.0803,-0.225,-1.4745,1.3452,1,0,0,-0.6544,1772341.84
-0.795,-0.83,3,2,3,1,-0.7292,1.3166,-1.0493,-1.1344,-1.2715,1.3017,1.5321,0.433,-1.4745,0.4508,0,1,0,-1.3596,1005530.02
-0.387,-0.2231,3,0,1,2,-0.0253,-1.7411,-1.0493,-0.171,-0.8052,-1.0833,1.0354,0.5023,1.0837,-0.4436,0,2,0,0.0508,1338125.1
1.347,1.193,3,2,1,0,1.3823,-0.482,-1.4861,0.5173,-1.2715,1.5667,-1.1804,1.181,-1.4745,1.3452,1,0,0,-0.6544,1899649.09
-0.285,-0.4254,0,1,2,2,-0.0253,0.5072,-1.0493,-0.9968,0.8267,-0.2883,0.3095,-0.6198,0.572,1.3452,1,0,0,1.4612,1242186.18
-0.999,-0.9312,0,2,0,0,-1.433,1.4965,0.2612,-1.685,1.0598,-1.3483,-0.1107,0.6408,1.5953,1.3452,0,1,1,0.756,831275.25
-0.387,-0.5266,2,2,3,0,1.3823,0.0576,-0.1756,-1.1344,0.5935,-0.2883,1.1118,1.5897,0.0604,-1.3381,0,2,0,-0.6544,1182371.22
0.531,0.4849,3,2,2,0,-1.433,0.9569,-0.1756,1.6184,-0.339,1.5667,0.8444,0.7862,-0.9629,0.4508,1,2,1,-1.3596,1574653.81
0.327,0.3838,3,2,1,1,-0.0253,0.4173,-1.4861,0.1043,0.8267,-0.2883,0.7298,-0.0449,-0.4513,1.3452,1,2,0,0.0508,1567801.4
-0.183,-0.3243,1,0,0,1,1.3823,0.2374,-0.6124,-1.1344,0.1273,0.2417,-0.4546,0.4399,0.0604,-0.4436,1,0,0,0.756,1199969.38
0.021,0.0803,0,0,2,1,-0.0253,0.3273,1.5717,1.2055,1.526,-0.0233,1.1118,0.8209,1.5953,1.3452,1,1,1,-0.6544,1456844.25
0.633,0.4849,3,1,3,2,1.3823,1.5864,0.6981,1.4808,0.8267,0.2417,-1.4479,0.3776,-0.4513,-1.3381,1,1,0,0.0508,1567565.59
0.837,0.6872,2,0,2,2,-0.0253,0.6871,-1.4861,-1.685,-0.5721,0.5067,-1.104,-1.6864,0.0604,0.4508,0,2,0,0.0508,1638488.36
0.735,0.5861,2,0,3,1,-0.7292,0.0576,-1.0493,0.6549,1.0598,-0.2883,-0.4928,-1.07,-1.4745,-1.3381,0,0,1,0.0508,1602370.55
1.143,1.0918,0,1,1,2,-0.0253,-0.2122,0.6981,0.3796,0.3604,-1.0833,-1.3715,1.0633,0.572,-1.3381,0,2,0,-1.3596,1853190.43
-0.285,-0.3243,2,0,0,0,-0.7292,1.4065,-0.6124,-0.5839,-1.7377,0.7717,-0.8366,-0.7999,1.5953,-1.3381,0,1,1,1.4612,1150855.72
-1.713,-1.6392,2,0,0,0,-0.0253,1.3166,-1.0493,0.7925,-0.339,-1.0833,1.2264,0.7932,-0.4513,-0.4436,1,0,0,0.0508,611355.16
0.735,0.5861,0,1,0,0,1.3823,-1.0216,1.1349,1.2055,1.526,1.0367,1.6085,-0.4536,1.5953,0.4508,1,2,0,0.756,1742894.88
-1.101,-1.2346,3,1,1,1,1.3823,1.5864,1.5717,-1.1344,-1.2715,1.3017,-0.6074,0.0659,0.0604,0.4508,1,2,1,-0.6544,772003.85
-0.897,-0.9312,3,1,3,2,1.3823,0.8669,0.2612,-1.5474,-0.8052,-1.6133,-0.722,-1.5064,0.572,-0.4436,0,0,0,0.756,990887.64
0.633,0.4849,2,2,1,1,0.6785,1.2267,-1.0493,0.242,0.3604,1.0367,-0.6838,-1.1116,1.5953,0.4508,1,1,1,-1.3596,1587879.18
-1.713,-1.7404,2,2,0,2,-1.433,1.0468,0.2612,-0.8592,-1.0383,1.5667,-0.6838,1.5758,-0.4513,-1.3381,1,0,1,-1.3596,471623.4
-0.999,-1.1335,3,1,1,0,1.3823,-1.5612,0.6981,-1.2721,0.3604,-0.5533,-1.5243,1.3403,-0.9629,0.4508,0,2,1,0.756,744129.17
0.633,0.6872,0,1,1,1,-0.7292,-1.5612,0.2612,-1.685,-0.8052,-0.8183,1.5321,0.5161,0.0604,-0.4436,0,2,0,1.4612,1775721.6
-0.693,-0.83,2,1,1,2,1.3823,0.6871,0.6981,-0.0333,-0.8052,0.5067,-0.913,-0.1488,-0.9629,-1.3381,0,2,0,-1.3596,959772.38
-0.081,-0.2231,1,2,3,2,0.6785,-0.482,0.6981,0.9302,-0.5721,0.5067,-0.1871,0.5992,-1.4745,-0.4436,1,2,1,-1.3596,1309541.72
-0.999,-0.83,0,2,2,0,-0.7292,0.2374,0.6981,1.2055,1.2929,-0.5533,-1.6007,0.3984,-0.9629,1.3452,1,1,0,0.756,924780.25
1.5511,1.4964,2,0,2,1,0.6785,-0.8418,0.6981,-0.8592,0.3604,0.7717,1.3029,0.2252,-0.9629,-1.3381,0,1,0,-1.3596,2195555.24
-1.305,-1.4369,2,0,1,1,-0.7292,1.0468,0.6981,0.242,0.8267,-0.8183,0.8826,-1.5341,1.0837,-1.3381,0,2,0,1.4612,635171.55
1.041,0.8895,1,1,2,1,-0.0253,1.4065,-1.0493,1.3431,0.3604,-0.0233,1.6085,0.4468,0.0604,0.4508,1,1,1,1.4612,1848068.31
-1.101,-0.9312,1,2,2,0,-1.433,1.1367,0.6981,0.1043,1.0598,-0.2883,1.0354,0.9178,-1.4745,-1.3381,0,1,0,1.4612,882146.33
-0.897,-0.7289,3,2,1,1,-1.433,0.3273,-1.0493,1.3431,1.0598,-0.8183,-0.5692,1.7005,-0.9629,-0.4436,1,1,1,-0.6544,935049.83
-0.999,-1.0323,0,2,1,0,0.6785,1.2267,0.6981,0.7925,0.5935,1.5667,-0.7984,-1.7003,0.572,0.4508,0,2,0,1.4612,819831.1
-0.591,-0.4254,0,1,0,0,-1.433,0.6871,0.2612,1.2055,-0.5721,1.5667,0.768,0.7862,-0.4513,1.3452,0,0,0,1.4612,1095058.89
1.5511,1.5976,3,0,2,0,0.6785,1.4965,1.1349,1.4808,-0.1058,0.7717,-0.3781,0.2391,-0.9629,-0.4436,0,0,1,-0.6544,2109988.12
0.531,0.6872,0,1,3,2,0.6785,-1.2015,0.6981,0.9302,-0.1058,-1.3483,0.3095,-0.2389,-1.4745,1.3452,1,0,0,0.0508,1778081.97
0.633,0.6872,0,0,1,1,0.6785,-1.4713,-0.6124,1.4808,0.5935,-1.6133,-1.6007,-1.2986,-0.9629,1.3452,1,2,1,-1.3596,1623695.8
0.429,0.3838,0,0,0,1,-1.433,1.4965,0.6981,0.6549,0.1273,-0.8183,-1.4097,-0.322,-0.4513,1.3452,0,1,0,1.4612,1425199.05
0.939,0.8895,0,1,3,0,0.6785,-1.7411,0.6981,-0.4462,-0.1058,-0.8183,0.1949,-0.5159,-1.4745,-1.3381,1,1,1,-1.3596,1852699.6
-1.713,-1.7404,0,0,2,0,-1.433,-1.7411,0.2612,-0.5839,1.0598,1.5667,0.3095,-0.696,0.0604,-0.4436,0,2,0,0.756,556094.39
-0.387,-0.4254,1,0,0,1,0.6785,-0.0324,1.5717,1.6184,0.5935,-1.6133,0.959,0.7862,-1.4745,-0.4436,0,2,0,-1.3596,1147518.66
-1.509,-1.5381,0,2,1,0,1.3823,-0.1223,-0.1756,-0.7215,-1.5046,-0.2883,-1.1804,0.6823,0.0604,-1.3381,1,0,0,-0.6544,596474.49
-1.713,-1.6392,1,0,3,1,0.6785,0.777,0.2612,-0.4462,1.2929,-0.8183,0.1185,0.3014,-1.4745,0.4508,1,0,1,-1.3596,565932.31
-1.305,-1.2346,0,1,1,2,-0.7292,-0.9317,-0.6124,0.5173,1.2929,-1.6133,-0.9512,1.5066,1.5953,1.3452,1,2,1,-1.3596,632216.95
0.837,0.7884,3,1,2,0,0.6785,-0.2122,-0.1756,-1.5474,0.8267,-1.6133,-1.3333,-0.5298,-0.4513,-0.4436,1,0,1,-1.3596,1735981.23
-0.387,-0.2231,2,0,3,1,-0.0253,0.6871,-1.4861,-0.9968,0.3604,1.5667,-0.2253,-0.8969,-0.4513,-1.3381,0,1,0,0.0508,1235846.93
0.939,0.7884,1,2,2,0,0.6785,1.3166,-1.4861,-1.1344,0.8267,-1.6133,-1.0658,0.53,-1.4745,1.3452,1,2,1,0.0508,1731992.25
-0.897,-0.9312,0,2,2,1,-0.7292,0.9569,1.5717,-0.5839,0.5935,0.2417,-0.8748,-1.0562,1.5953,0.4508,1,2,1,0.756,742023.24
-0.285,-0.122,3,0,0,1,-0.7292,0.5971,-0.6124,-1.1344,1.526,0.7717,-0.531,-0.6475,-0.9629,0.4508,0,1,1,-0.6544,1219183.32
-0.285,-0.4254,2,0,1,0,-1.433,-0.8418,0.2612,0.6549,-1.7377,0.2417,-0.7602,-0.9661,-0.4513,1.3452,0,1,1,-1.3596,997832.12
0.837,0.7884,1,1,3,2,1.3823,1.5864,-1.0493,0.9302,0.3604,-1.3483,-1.3333,-1.4994,0.0604,0.4508,0,1,1,-1.3596,1847524.04
-0.489,-0.5266,2,0,2,1,0.6785,-1.3813,-0.6124,-0.5839,-1.5046,1.0367,-1.3333,1.1256,0.0604,-0.4436,0,0,1,-1.3596,1081782.01
1.4491,1.4964,3,2,2,1,-1.433,-1.1115,1.1349,0.5173,-1.5046,1.5667,-0.9894,-0.8622,0.572,-0.4436,1,2,1,-1.3596,1951761.29
1.4491,1.2941,1,0,3,1,1.3823,1.2267,-0.1756,0.5173,0.8267,-0.0233,-1.4479,-0.1003,1.0837,-0.4436,1,0,1,0.0508,1893534.44
-1.407,-1.5381,2,1,2,2,0.6785,-0.7518,-0.1756,-0.171,-1.2715,0.2417,0.5006,-1.5895,1.5953,0.4508,0,1,1,0.756,689762.2
1.245,1.3953,0,1,0,2,-0.0253,1.5864,0.6981,-0.8592,0.3604,0.2417,-0.6456,0.6823,1.0837,-0.4436,0,0,1,1.4612,2090696.88
0.531,0.5861,1,1,0,0,0.6785,-1.7411,-1.4861,-1.4097,-0.339,1.0367,-0.6838,-0.599,1.0837,-1.3381,1,1,0,-0.6544,1550597.86
-0.285,-0.2231,2,1,0,2,-0.7292,0.9569,1.5717,-0.4462,-1.5046,0.7717,-0.4928,0.8347,0.0604,-0.4436,1,0,0,-1.3596,1192729.01
1.143,1.193,3,1,0,0,-0.7292,-1.4713,-0.1756,-1.5474,1.2929,1.0367,0.6534,-0.315,0.572,-0.4436,1,0,1,0.756,1895776.61
-0.489,-0.4254,3,0,2,0,-0.0253,-1.3813,-0.6124,1.6184,-1.7377,1.5667,1.3411,-1.0631,1.0837,0.4508,1,1,0,1.4612,1235677.85
1.4491,1.2941,1,0,3,2,-1.433,0.8669,-0.1756,-1.4097,1.2929,-0.0233,0.959,0.0382,1.0837,-0.4436,1,0,0,0.756,2016206.84
-1.101,-1.2346,2,0,3,0,1.3823,0.3273,1.5717,0.3796,-0.5721,-0.5533,0.8444,-1.2917,-1.4745,1.3452,0,2,1,0.0508,811882.54
0.429,0.3838,1,0,3,2,0.6785,-1.5612,1.5717,-1.5474,0.1273,-1.6133,0.0421,-0.2181,-1.4745,-1.3381,0,0,1,1.4612,1614986.19
1.041,0.9907,1,1,3,0,-0.7292,-0.8418,1.5717,1.4808,1.526,1.3017,0.7298,-0.6406,-1.4745,0.4508,0,0,1,0.756,1808868.77
-1.611,-1.5381,2,2,1,2,-1.433,-1.4713,-0.6124,-0.4462,-1.2715,0.5067,0.2713,1.4165,-0.9629,-1.3381,0,2,0,0.0508,537252.53
-1.203,-1.1335,2,0,3,2,-0.0253,0.5072,-1.0493,-0.9968,-0.5721,1.5667,-0.913,-1.5341,1.0837,1.3452,1,1,1,0.756,837787.41
1.041,1.0918,0,2,1,0,-0.7292,0.5971,0.6981,1.2055,-1.2715,-0.0233,-0.913,0.6616,-0.9629,0.4508,0,2,0,0.756,1866499.43
1.041,0.9907,2,0,1,1,-0.0253,0.5971,-1.4861,-0.3086,1.2929,-1.3483,-0.6074,-1.1116,0.572,0.4508,1,0,1,1.4612,1806183.3
0.225,0.3838,3,0,0,0,0.6785,-1.2914,-0.1756,1.3431,1.0598,-0.2883,1.4939,-0.6337,1.5953,-0.4436,1,1,0,0.0508,1644086.22
1.245,1.3953,1,2,1,2,1.3823,-0.482,-0.6124,-0.8592,-1.7377,-1.3483,0.2331,-0.3012,0.0604,-1.3381,1,0,0,-1.3596,2193440.56
-0.693,-0.7289,1,1,2,1,-0.7292,0.8669,0.2612,0.242,1.2929,-1.6133,0.8826,1.4027,1.0837,1.3452,1,0,1,-0.6544,1008266.14
1.041,0.9907,3,0,1,0,-0.7292,1.4965,-1.4861,-0.9968,1.0598,-0.0233,-0.4546,-0.9038,0.0604,1.3452,1,2,1,1.4612,1765236.88
0.735,0.6872,2,0,0,0,0.6785,1.4965,-1.0493,0.9302,0.8267,1.5667,-0.2253,-1.4233,1.5953,0.4508,1,2,0,0.0508,1695573.57
1.5511,1.4964,3,0,1,0,-1.433,1.4965,-0.6124,-0.5839,-0.8052,-1.3483,-1.2186,-0.6406,-1.4745,-0.4436,1,1,0,0.756,2022726.75
-1.713,-1.7404,3,2,2,1,1.3823,1.3166,1.1349,1.2055,0.3604,1.5667,-1.0658,-1.3817,1.0837,0.4508,0,1,1,0.0508,477132.87
0.939,0.8895,0,1,2,2,-0.7292,0.2374,1.1349,0.9302,1.2929,-1.3483,1.1882,-1.2986,-0.4513,0.4508,1,1,1,-0.6544,1841224.7
-0.489,-0.4254,3,2,2,0,1.3823,-1.2914,0.6981,-0.171,1.0598,1.5667,0.3859,0.246,-0.9629,0.4508,0,0,0,-0.6544,1206880.08
-1.509,-1.4369,1,2,0,0,-0.7292,-1.4713,0.6981,0.7925,0.5935,1.0367,-0.4928,-1.5341,-0.9629,0.4508,0,2,1,-1.3596,606248.93
-1.203,-1.1335,3,1,0,0,1.3823,-0.2122,-1.0493,0.9302,-1.0383,-0.5533,1.1118,-1.638,1.0837,1.3452,1,2,0,-1.3596,910450.14
-0.999,-0.9312,1,2,3,0,-0.0253,-1.0216,-1.0493,-1.4097,-0.339,-0.5533,-0.7984,0.7308,1.5953,1.3452,1,2,1,-0.6544,861112.96
0.939,0.8895,1,1,0,0,-0.7292,0.777,0.6981,0.242,-0.5721,-0.0233,1.7231,-0.4882,-1.4745,0.4508,0,1,1,1.4612,1812932.89
-0.897,-0.7289,1,0,2,2,1.3823,-0.6619,-0.1756,-1.5474,0.3604,-1.6133,-0.4546,-1.3055,-0.9629,0.4508,0,2,1,1.4612,1087804.14
1.5511,1.3953,2,1,2,2,-1.433,-0.3022,-0.1756,1.0678,-0.339,0.2417,-0.4928,-0.8622,-1.4745,-0.4436,0,2,0,0.756,2006138.64
0.633,0.5861,0,0,0,0,-0.0253,1.0468,-0.6124,-1.5474,-0.8052,-1.0833,-0.5692,0.4815,0.572,0.4508,0,2,1,-1.3596,1572528.35
-0.285,-0.4254,1,2,1,1,-0.0253,0.1475,0.2612,1.2055,1.526,-0.8183,-1.2186,-0.786,0.0604,1.3452,1,1,0,0.756,1097486.07
1.4491,1.5976,1,2,0,2,-1.433,-1.4713,-0.6124,-1.4097,1.526,0.5067,-1.2569,-0.0311,1.5953,-1.3381,1,2,1,-1.3596,2046854.45
1.4491,1.4964,2,0,0,1,1.3823,-1.3813,0.2612,-0.9968,-1.0383,-0.8183,0.577,-1.3194,-0.4513,1.3452,1,1,0,-0.6544,2098028.11
0.633,0.7884,1,2,2,2,0.6785,1.4965,-1.0493,0.242,-0.339,0.7717,1.3793,0.2945,0.0604,-0.4436,0,2,0,1.4612,1837975.9
-0.591,-0.6277,3,1,3,0,-1.433,-0.6619,-1.4861,-0.4462,-0.339,1.3017,1.0736,-0.6475,0.0604,1.3452,1,2,1,1.4612,1029734.52
-1.611,-1.5381,3,0,2,2,1.3823,1.2267,-0.6124,-0.5839,-0.5721,-0.5533,-1.1422,0.4261,0.572,-1.3381,0,2,0,-0.6544,644132.09
-1.509,-1.5381,0,2,3,0,-1.433,0.1475,-0.6124,-1.685,-0.1058,-0.0233,0.2331,1.0564,-0.9629,0.4508,1,1,0,0.756,508437.2
-0.081,-0.0208,1,0,2,2,-1.433,0.2374,0.2612,0.3796,-1.0383,-0.8183,-1.2569,0.3776,-0.4513,-1.3381,0,1,0,0.756,1255373.5
-1.611,-1.7404,2,1,0,0,-0.7292,-1.5612,1.5717,-0.9968,0.3604,-1.6133,-1.4861,-0.7168,-0.9629,0.4508,1,2,0,0.0508,329335.71
-1.611,-1.7404,3,1,2,0,1.3823,1.2267,-1.0493,-0.5839,-0.8052,0.5067,0.6152,-0.8553,1.0837,0.4508,1,0,1,-1.3596,602281.32
1.041,0.8895,2,2,2,0,0.6785,1.0468,-1.0493,-1.2721,-1.0383,-0.8183,0.1949,-0.606,0.0604,1.3452,0,1,1,0.756,1884693.24
0.531,0.6872,2,1,2,0,-0.7292,0.0576,1.1349,-1.5474,0.8267,0.5067,-1.3715,-1.1739,1.0837,1.3452,0,1,1,-0.6544,1648371.3
1.4491,1.3953,3,0,0,1,-1.433,0.0576,1.5717,-1.2721,-1.7377,-0.2883,-1.5243,-1.1116,-1.4745,1.3452,0,2,0,0.756,1939599.18
1.5511,1.6987,2,1,0,0,-1.433,-0.8418,0.2612,-1.685,0.8267,-1.6133,1.7613,0.994,0.0604,-0.4436,0,0,0,1.4612,2257500.4
-1.713,-1.7404,3,0,0,1,-1.433,-1.4713,-1.0493,0.7925,-0.1058,1.3017,-1.5243,-0.412,-0.9629,1.3452,0,2,1,-1.3596,268124.82
0.123,0.0803,2,0,0,1,1.3823,-1.7411,1.5717,1.6184,-1.7377,-1.0833,-0.1107,-0.2319,0.0604,-0.4436,1,1,1,0.0508,1432086.93
-1.611,-1.7404,3,1,3,0,1.3823,0.6871,0.6981,-0.4462,-0.8052,1.0367,0.0803,0.3152,-1.4745,1.3452,0,1,0,-1.3596,515156.3
0.837,0.9907,1,2,3,1,-0.7292,0.3273,1.5717,1.0678,1.526,-1.3483,-1.2186,0.3014,0.572,0.4508,1,2,1,1.4612,1777218.65
1.4491,1.5976,0,1,1,2,0.6785,1.3166,-0.1756,0.242,-0.5721,0.5067,-1.0658,-1.5064,1.0837,-0.4436,1,2,1,1.4612,2048496.08
-1.203,-1.0323,3,0,0,0,-0.7292,-0.6619,1.1349,1.2055,-0.5721,1.3017,-0.4164,1.1395,1.0837,-1.3381,1,0,0,1.4612,791718.71
1.4491,1.2941,3,0,3,1,-0.0253,1.2267,0.6981,0.7925,1.0598,-1.6133,0.9972,-1.1254,-0.9629,-0.4436,1,0,1,1.4612,2024422.25
-1.407,-1.4369,0,1,2,0,-1.433,-0.8418,-1.4861,0.3796,-0.8052,1.5667,0.1185,0.7654,0.0604,-0.4436,1,1,0,-0.6544,631737.2
